Age,Gender,Education_Level,Course_Name,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Engagement_Level,Final_Exam_Score,Learning_Style,Feedback_Score,Dropout_Likelihood,avgQuizScorePerAttempt,engagementScore,videoEfficiency,consistencyIndex,Engagement_KM,Engagement_AG,Performance_KM,Performance_AG,LearningStyleBehavior_KM,LearningStyleBehavior_AG,DropoutRisk_KM,DropoutRisk_AG,Engagement_Recs,Performance_Recs,LearningStyleBehavior_Recs,DropoutRisk_Recs
-1.7031857492808147,0,0,2,-0.5956640433549779,1.3357548985767576,0.11935069145701162,-1.5782868082152388,1.1205815961799461,2,51,3,1,0,0.08935074210409363,-0.3755771809525789,-0.20036578133000751,50.880649308542985,3,3,1,1,0,2,1,2,,,,
1.6758158364365041,1,2,3,-0.7015593712624565,1.3357548985767576,-0.02851916662964678,-1.7178581604508256,1.4086014582540387,2,92,2,5,0,-0.021350598571664502,-0.37340075916401866,0.04065110922590418,92.02851916662965,3,3,0,0,1,0,1,0,,,,
-1.206273751381209,0,2,3,-0.27091837110537687,-0.44584549965833076,-0.47212874088962237,-1.5782868082152388,-0.14670579694605962,2,45,2,1,0,1.0589514557204984,-0.6258651299905402,1.7426973998229982,45.47212874088962,0,1,1,2,0,2,0,1,,,,
0.48322704147745055,0,2,1,1.649316908283568,-1.3366456987758752,0.02077078606590592,1.2829259126142902,-0.549933603849789,0,59,3,4,0,-0.015539485209078358,0.8796244559427775,0.0125935688657445,58.9792292139341,1,0,2,2,0,0,2,1,,,,
0.18507984273768713,0,1,3,1.6987347279737248,0.4449546994592133,-0.2749689301074111,0.6548548275541497,1.0629776237651278,2,93,3,3,0,-0.6179706168776313,1.194843626585273,-0.16186690339544538,93.2749689301074,2,0,0,0,0,0,1,0,,,,
0.18507984273768713,1,2,4,-0.5038880925018299,-1.3366456987758752,1.105149745368068,0.6548548275541497,0.026106120298395673,2,43,3,4,0,-0.826808290618961,0.0027330473550316262,-2.193244416395997,41.89485025463193,3,3,1,1,0,0,2,1,,,,
1.2782862381168196,1,0,0,1.4022278098327847,0.4449546994592133,0.21793059684811722,1.4922829409676703,0.7749577616910357,1,37,1,5,0,0.48978153756547477,1.2410633347307258,0.15541739745848102,36.78206940315188,2,0,1,1,1,0,1,2,,,,
1.4770510372766623,1,0,0,1.1974968425449928,-0.44584549965833076,-0.1270990720207525,-0.11278760974157766,-1.0107653831683365,0,35,2,5,0,0.28507425132283176,0.14193283914502286,-0.10613729197868602,35.127099072020755,1,0,1,2,1,0,0,1,,,,
1.576433436856583,1,2,0,0.7315573997520871,-1.3366456987758752,-0.2749689301074111,-1.0200013992728918,1.0629776237651278,2,49,2,2,0,0.20571564353907149,0.3055158272485057,-0.3758678815915109,49.27496893010741,2,2,1,2,0,2,2,2,,,,
1.2782862381168196,0,2,1,0.05382730114422399,1.3357548985767576,-0.07780911932519968,0.375712123082976,1.696621320328131,1,61,0,3,0,-0.05825104546358396,0.6432309534810217,-1.4455326139558662,61.0778091193252,1,0,3,1,3,2,1,2,,,,
